[23/Nov/2024 12:10:54] {'altitude': 0.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99612.9, 'target_altitude_reached': 0, 'temperature': 24, 'x_rotation': 0.3, 'y_rotation': 1.1, 'z_rotation': 0.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:49] {'altitude': 1.2, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.2, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:50] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99607.5, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:50] {'altitude': 1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99606.1, 'target_altitude_reached': 0, 'temperature': 23.2, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:51] {'altitude': 1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99605.8, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:51] {'altitude': 1.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.2, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:52] {'altitude': 1.2, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:53] {'altitude': 1.2, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99603.3, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:53] {'altitude': 1.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.5, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:54] {'altitude': 1.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.4, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:55] {'altitude': 1.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99605.1, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:55] {'altitude': 1.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.3, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:56] {'altitude': 1.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604.8, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:57] {'altitude': 1.2, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99604, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:57] {'altitude': 1.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99605.3, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:58] {'altitude': 0.8, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99608.6, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:59] {'altitude': 0.7, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99610.5, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:15:59] {'altitude': 0.4, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99612.4, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:16:00] {'altitude': 0.3, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99614.3, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:16:00] {'altitude': 0.4, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99612.3, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:16:01] {'altitude': 0.2, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99614.9, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:16:02] {'altitude': 0.3, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99614.8, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:16:02] {'altitude': 0.4, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99612.8, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': 0, 'z_rotation': 1.3, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
[23/Nov/2024 12:16:03] {'altitude': 0.1, 'instrument_released': 0, 'latitude': 38.9072, 'launched': 0, 'longitude': -77.0369, 'parachute_released': 0, 'pressure': 99617.5, 'target_altitude_reached': 0, 'temperature': 23.1, 'x_rotation': 0.1, 'y_rotation': -0.1, 'z_rotation': 1.2, 'replay_id': '40355558d3aa4da6b4a377a37f1b6450', 'final_timestamp': '23/Nov/2024 17:21:36'}
